ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	geneID
dme04214	Apoptosis - fly - Drosophila melanogaster (fruit fly)	7/73	39/2124	0.000270151600722505	0.0181001572484078	0.0162090960433503	7	FBgn0001297, FBgn0000567, FBgn0265464, FBgn0000546, FBgn0039044, FBgn0026404, FBgn0040491
