ID	SEN0_1	SEN0_2	SEN0_3	SEN7_1	SEN7_2	SEN7_3	TON0_1	TON0_2	TON0_3	TON7_1	TON7_2	TON7_3	TON30_1	TON30_2	TON30_3
LOC123744846	9.576080	35.946046	12.943292	53.396400	66.542622	106.817303	3.928356	9.155597	13.772807	28.604383	3.461834	1.838705	27.705677	66.570431	32.222575
LOC123744847	1.839128	1.334005	0.419551	2.335133	5.350353	6.669933	0.115852	1.167311	0.140482	2.775837	1.701451	0.138822	4.454057	4.490030	4.297012
LOC123744848	6.163511	4.729104	2.563606	10.559862	16.734801	23.214304	1.494995	7.022135	2.466550	6.051552	3.073486	0.906923	11.864666	19.802707	15.519149
LOC123744850	1.268385	0.263848	0.134418	1.110710	1.806338	1.325891	0.313457	1.163814	0.227194	1.134671	0.365117	0.076048	1.574734	1.042628	2.179781
LOC123744853	6.308360	50.188236	2.619911	50.640888	82.789523	80.770681	2.167909	5.261903	1.575259	49.387689	2.203363	0.345725	17.469721	34.276557	28.192699
LOC123744855	0.071730	0.873213	0.0	4.653978	6.491617	0.913230	0.000000	0.000000	0.0	0.848997	0.513538	0.0	0.856654	0.721140	0.709262
LOC123744856	0.369756	32.827242	0.164605	3.132577	0.0	4.026984	0.000000	0.463437	0.086298	1.072367	0.000000	0.0	0.0	0.000000	0.0
LOC123744857	1.490380	2.803493	3.459945	2.334872	3.274558	3.906416	0.279360	0.855252	1.092222	2.434573	0.536144	0.000000	1.413710	2.195525	1.481333
LOC123744858	4.562223	2.227134	1.746679	4.807679	5.877865	6.978455	0.418136	3.858683	1.071625	2.650309	1.962647	0.425331	8.068282	10.897325	10.390554
LOC123744859	0.422269	1.665861	0.247710	5.191641	9.106836	7.328628	0.332480	0.924652	0.232852	2.648853	1.215599	0.185316	4.793066	4.150850	3.270322
LOC123744860	10.737372	3.372062	2.628274	4.076347	5.068887	5.676120	1.300237	8.055978	1.993322	3.509849	6.796549	0.821382	4.856335	5.580183	8.322095
LOC123744862	2.953536	10.246339	1.708846	14.864029	17.125433	15.378657	2.742946	4.575930	1.724501	21.386399	8.063678	1.258390	10.111240	12.831218	14.920042
LOC123744864	2.832871	3.802168	2.921648	8.533691	16.207055	12.188134	2.378305	4.613755	3.182603	4.727086	3.685663	0.731454	6.253430	9.121870	7.541647
LOC123744865	3.271793	7.518253	4.231302	8.887389	9.332724	9.226634	3.315841	6.957952	3.339628	6.992063	2.045012	1.961293	3.219525	4.698435	4.786808
LOC123744866	1.561764	10.045615	2.427239	4.779868	5.483588	10.858700	1.326251	6.464492	6.862576	2.451112	2.836020	0.000000	4.555558	8.696846	0.769321
LOC123744870	0.283742	10.248686	8.379541	2.165667	13.102366	8.758056	1.463710	1.063204	14.352884	1.781048	0.752873	0.232701	3.154850	2.515799	2.641433
LOC123744871	0.652697	2.645839	0.776355	2.267919	3.440447	4.631044	0.834882	1.288774	0.755087	2.679321	0.889862	0.128743	2.435451	3.179214	2.521544
LOC123744872	1.458780	4.841879	3.311437	4.931085	8.516735	9.159629	2.591123	2.584106	3.473009	4.065136	2.461735	1.167824	2.632625	5.511016	3.434984
LOC123744876	7.142248	7.220592	6.301871	7.680465	8.685297	9.119517	3.995637	10.599079	5.590115	6.135644	7.121465	2.962205	9.202813	15.128372	8.031427
LOC123744877	1.538634	7.482708	1.441671	3.641264	6.233261	22.431027	0.377787	3.578164	4.709970	1.476137	0.460345	0.000000	3.226484	5.444960	1.895700
LOC123744878	4.888877	3.018695	3.378165	5.031556	5.265727	6.545179	0.675523	2.996642	2.648419	2.141468	1.973600	1.976169	5.280444	7.390566	6.289565
LOC123744880	1.606039	1.345767	0.302669	3.134529	5.123560	6.249611	0.128990	3.308983	0.446654	2.166884	0.748159	0.151292	3.761527	3.829795	4.323078
LOC123744881	16.186427	28.065920	11.008759	41.366171	74.666131	85.503402	5.414769	23.508359	15.298565	16.718209	10.492014	4.428767	44.121980	49.507925	37.986489
LOC123744882	3.774640	2.933899	1.759329	4.054659	3.039202	7.022071	1.806735	2.579277	2.000443	4.710075	4.506490	0.792661	4.531973	6.029578	7.177338
LOC123744883	3.068958	2.236579	2.017678	3.663505	3.514878	4.724305	1.442109	4.740306	1.917135	3.302752	2.186514	1.389770	4.056297	4.392805	5.174361
LOC123744885	0.0	1.304186	0.064293	0.584252	2.021560	2.744879	0.000000	0.000000	0.000000	0.639994	0.381902	0.0	0.047629	0.223988	0.133059
LOC123744886	0.0	0.000000	0.463776	1.800184	4.188223	2.830119	0.255002	1.631001	0.686361	1.839838	1.418314	0.240392	3.132023	4.018541	7.110590
LOC123744889	0.550935	0.456987	0.112091	0.259472	0.953238	0.717616	0.359340	1.240795	0.352204	1.095606	0.000000	0.0	0.407606	0.495426	0.082077
LOC123744893	0.952687	1.357666	0.571131	2.515544	7.763184	4.771488	0.184023	0.570484	0.401063	2.032649	2.141321	0.089422	2.561156	1.923225	2.540780
LOC123744894	0.747456	0.983214	0.326937	1.232417	1.935567	1.636817	0.236531	2.602776	0.085916	1.243842	1.173535	0.000000	3.948692	3.564172	3.498151
LOC123744904	0.0	0.378602	0.0	3.934259	6.103575	10.502604	0.0	0.628963	0.0	2.843142	0.0	0.0	1.344663	1.211532	1.249673
LOC123744928	31.952886	26.013086	11.998371	29.734774	31.076452	47.346426	6.202338	22.073513	10.221227	14.350507	13.492207	3.978908	41.566497	40.888884	40.547020
LOC123744934	0.000000	437.002841	0.0	103.277466	320.922983	255.993684	0.954846	80.947205	2.822510	2.690036	0.764941	0.064812	0.608227	106.565298	13.230767
LOC123744947	0.0	0.442467	0.743053	0.719111	1.226821	0.745805	0.000000	0.507817	3.059797	0.575887	0.132240	0.0	1.040697	0.454127	0.783808
LOC123744967	1.017716	3.869031	0.555112	12.697055	19.441120	14.956569	0.178146	2.620357	0.356061	5.621651	4.649263	0.230410	10.483535	12.435233	12.384751
LOC123744979	0.000000	1.177855	0.690549	2.596290	4.469391	4.076737	0.298583	1.520851	0.217275	3.405244	0.706650	0.435755	1.543487	1.427121	1.831394
LOC123744980	0.742265	1.627607	1.074312	2.776905	3.022404	1.916124	0.000000	2.008956	1.283980	0.771241	0.970560	0.432256	0.514110	1.556707	1.819812
LOC123744981	25.385347	46.237842	150.740128	103.021279	73.237470	173.846741	98.434862	6.274304	49.137417	138.397104	24.474223	106.549810	85.410931	139.432271	131.588120
LOC123744984	0.065378	0.757711	0.200389	2.497842	3.098497	3.397534	0.193094	0.176554	0.0	2.066392	3.626466	0.000000	2.847982	2.797098	2.472069
LOC123744987	0.0	66.206890	0.000000	19.097791	87.055654	37.052404	0.361753	18.392009	1.576829	0.576471	0.000000	0.0	0.000000	26.496081	4.508209
LOC123744988	0.0	17.637051	0.0	1.438612	18.713362	10.494824	0.0	7.084448	0.0	0.0	0.0	0.0	0.0	12.457265	0.453928
LOC123744989	0.0	39.285598	0.0	5.731214	29.338544	17.254850	0.000000	20.562624	0.495312	0.000000	0.193138	0.0	0.000000	12.259769	2.929602
LOC123744990	0.0	123.532017	0.0	14.266948	57.565960	51.806929	0.000000	36.456255	2.428010	0.000000	0.0	0.0	0.000000	43.717614	4.875891
LOC123744992	2.003574	3.134433	2.559885	4.409190	5.976938	6.027884	1.682253	2.371018	1.780686	3.105429	1.971782	0.407194	2.583757	5.071461	5.732750
LOC123744993	14.735616	25.916872	11.348860	50.678646	58.385186	63.994776	6.147792	36.247470	14.947354	22.086777	9.910758	5.685460	67.805195	69.326511	77.477569
LOC123744994	0.343413	4.626439	0.558354	2.435743	4.940793	4.646397	1.315501	1.990044	0.575220	1.232349	0.585359	0.476128	2.875426	4.319595	1.799306
LOC123744995	0.000000	155.939702	0.0	40.476618	98.997526	74.365287	1.329733	45.125517	3.932774	1.346126	0.808423	0.369496	0.758102	101.803635	10.538352
LOC123744997	2.118856	7.200016	2.973364	3.579536	9.663769	17.168435	1.193012	9.019885	3.259904	3.772624	3.376657	1.356242	2.843443	4.554390	2.200030
LOC123744999	0.875810	1.812198	1.237188	3.227572	10.173453	8.363316	0.420761	3.323231	0.754560	4.614853	1.343304	0.321374	3.868075	7.404882	6.909958
LOC123745000	0.000000	0.421763	0.000000	9.427121	0.439204	0.735793	0.000000	1.380629	6.965365	20.983897	1.223057	1.568652	7.708804	0.000000	0.000000
LOC123745001	0.000000	0.000000	2.317360	1.172120	14.247295	5.704134	0.000000	0.265552	2.325814	0.000000	1.509815	0.000000	1.762677	0.000000	0.519596
LOC123745006	0.334992	0.726699	0.415894	0.726556	1.342624	1.299509	0.273374	0.608835	0.345112	0.762584	0.178858	0.082159	1.240923	2.157886	3.046710
LOC123745007	0.000000	1.744505	0.0	1.312222	3.857663	3.824074	0.0	1.018267	0.0	1.858649	0.211982	0.0	1.875808	2.137189	0.984924
LOC123745008	0.0	0.899752	0.000000	4.773032	3.820136	7.342283	0.0	0.0	0.0	1.160977	0.0	0.0	0.390573	1.089730	0.426961
LOC123745011	0.879443	0.332732	0.347667	1.836770	4.372026	1.985792	0.169306	1.641425	0.811940	1.731667	0.940341	0.159741	3.497574	2.986371	1.972317
LOC123745021	2.228018	4.741715	3.936532	7.971366	8.375301	9.273528	3.897653	4.387552	3.083409	2.691301	2.236155	1.095185	3.785810	5.126429	2.872829
LOC123745022	6.658630	4.135309	3.736916	3.900526	6.159888	6.201204	2.064482	5.374453	3.871459	3.422613	2.724679	0.809278	6.327790	8.429001	5.336461
LOC123745023	0.550039	2.075361	0.917674	4.231247	5.449896	7.662850	0.659005	1.547343	0.758405	3.244528	1.164242	0.409320	5.022532	5.316384	3.115608
LOC123745024	0.162653	0.203002	0.213969	0.576200	1.599416	0.802853	0.000000	0.989944	0.000000	0.450035	0.437780	0.066697	1.357142	1.539908	1.681645
LOC123745025	0.602861	0.819424	2.531332	1.285993	3.485238	1.453478	1.016740	2.175523	1.105496	1.587227	1.389533	0.540691	3.011303	1.703432	1.213952
LOC123745027	0.542427	1.160801	0.190854	0.000000	0.251204	3.815709	0.182266	0.297420	0.400238	0.144859	0.000000	0.0	0.092003	0.128207	0.207658
LOC123745028	149.570402	311.942997	183.372922	244.613656	287.024670	371.137896	89.238392	124.991895	190.077644	145.235480	135.199178	76.907190	275.099279	424.786952	260.875717
LOC123745029	13.477168	26.174433	19.628584	20.511923	21.278429	35.305322	6.821044	22.823914	36.843889	12.969848	14.919737	7.339617	17.484064	32.649703	20.986847
LOC123745031	0.000000	1.670408	0.560343	3.145000	5.116038	4.223568	0.000000	0.195514	0.295991	2.419207	1.105069	0.131989	3.907431	4.373216	4.924141
LOC123745032	0.503459	0.501497	1.264207	0.851837	0.638971	1.017238	0.373926	1.776280	1.483742	0.358122	0.332375	0.551087	0.603602	0.540731	0.571490
LOC123745034	0.632702	2.482900	1.749587	5.038008	11.774325	7.663427	1.468287	1.625336	3.170144	4.243717	5.503195	0.721590	4.108271	7.145380	7.068607
LOC123745036	0.719778	2.916391	0.852918	2.056662	6.108296	6.050084	0.529682	1.304077	0.986765	1.561866	0.922867	0.103997	2.237201	2.695467	2.210209
LOC123745037	0.461040	4.233999	1.307379	28.533566	88.474305	96.045404	0.579243	0.968720	0.000000	22.031795	0.141843	0.000000	13.670735	23.442292	37.465067
LOC123745038	0.855903	8.004174	2.464179	10.654967	46.351635	38.675669	1.642112	1.335727	6.822655	5.552899	4.012202	0.142442	5.750412	6.738712	4.890139
LOC123745040	0.0	0.0	0.0	0.0	6.676645	0.284544	0.0	63.912852	0.0	0.0	0.0	0.0	0.0	0.815163	0.0
LOC123745042	2.332771	2.212837	0.895863	4.984088	9.681793	6.273914	0.784928	2.631503	1.335698	3.298183	3.091101	0.285945	6.161882	5.197144	10.526049
LOC123745043	2.799707	3.607838	2.479299	5.724171	5.561709	13.079474	1.301869	6.148549	1.415875	5.128131	1.626068	0.052729	5.367829	10.008083	7.610566
LOC123745046	8.054604	11.842797	4.857217	17.736168	28.400488	24.451149	2.924728	17.302875	5.876060	12.620449	7.761048	1.702597	21.028851	27.983309	24.688393
LOC123745047	0.0	14.587112	0.0	7.855206	22.650622	9.795333	0.0	3.671214	0.123986	0.359599	0.121574	0.0	0.108307	2.140196	0.603914
LOC123745048	0.253175	3.309274	0.000000	1.932329	7.790054	7.743659	0.0	0.540936	0.077993	4.174994	1.819772	0.000000	4.638565	7.706838	2.935967
LOC123745051	0.707567	0.363384	0.301060	1.068608	1.718193	4.268862	0.135640	0.534908	0.179630	0.974438	0.719709	0.021970	3.019957	3.365490	3.273202
LOC123745055	0.048695	1.578716	0.213525	0.541972	1.972235	2.403398	0.122864	0.886886	0.131871	0.473665	0.393186	0.0	0.491614	1.030437	0.713896
LOC123745056	1.315797	7.387967	2.902602	11.403884	25.264006	21.739045	1.107750	5.196843	3.866852	6.542702	2.045730	0.430270	7.894815	13.289920	13.281827
LOC123745057	4.707705	0.127389	1.298019	1.524234	3.430624	1.955628	0.314700	1.505424	0.588018	1.211691	2.192413	0.347790	2.130883	1.904791	2.499626
LOC123745058	3.188312	17.792526	8.970187	13.100199	26.330210	18.472868	2.372616	7.572504	6.718583	11.148685	6.078521	1.188916	15.909728	19.327930	14.508432
LOC123745059	0.325389	0.289787	0.380133	0.594133	1.304521	0.983422	0.203053	0.398212	0.337155	0.560980	0.370302	0.107639	0.727416	1.061470	0.885641
LOC123745063	4.265371	5.490656	1.195320	4.004400	15.462341	8.108117	1.670441	18.604623	2.461515	6.100511	3.299709	1.177293	4.934185	5.248635	5.965161
LOC123745064	0.388511	0.629684	0.0	0.450433	0.801736	1.376456	0.0	1.814452	0.000000	0.443477	0.0	0.206874	0.693805	0.590134	0.203022
LOC123745066	0.991851	2.104097	1.437503	113.117360	243.043904	170.384971	0.426098	4.769993	0.370997	86.877032	76.636351	3.948974	112.720057	123.885058	47.093735
LOC123745067	0.632480	5.552924	0.185048	4.851600	5.924626	10.958284	0.000000	0.000000	0.0	3.921759	2.450069	0.086090	6.511312	6.468508	8.194050
LOC123745070	0.206477	0.578991	0.030562	1.626300	3.457149	3.266550	0.0	0.095253	0.000000	0.802406	0.231476	0.0	1.155911	0.700706	1.071928
LOC123745071	33.759024	41.362299	30.144045	36.069766	57.682472	51.633154	22.322229	49.563701	24.502177	37.407357	26.998973	16.727908	32.683599	39.407588	37.322804
LOC123745072	4.279700	5.779087	3.128621	31.706480	29.984681	30.258703	2.391993	22.381793	1.878372	24.253519	30.993920	1.078728	2.042117	2.147652	0.262741
LOC123745073	0.062788	0.860106	0.797411	1.050882	0.580361	0.575541	0.079676	0.284891	1.153606	0.317003	0.140053	0.0	0.735583	0.519349	0.272948
LOC123745074	2.597830	2.370549	5.513846	17.956713	19.190229	17.472873	2.203678	5.306555	7.726648	7.909966	3.941802	2.668489	22.140229	43.155888	19.426728
LOC123745075	1.212780	0.625328	0.510047	1.768303	3.344827	3.419920	0.673475	1.899763	0.646451	2.228303	1.549376	0.297122	2.120369	1.739945	2.766904
LOC123745076	3.588004	5.941297	4.694897	10.950940	11.911194	15.644785	2.384640	5.192528	4.686321	8.224138	3.419381	3.180819	7.502641	13.771173	10.016098
LOC123745077	70.463449	76.025681	109.498588	81.447444	34.103063	79.715090	84.858888	139.041193	55.675038	75.783042	76.654522	40.748150	78.652118	104.922072	96.452943
LOC123745079	0.454580	0.742824	0.718633	0.983253	3.414625	2.963106	0.691867	2.827530	1.003680	1.342663	0.645950	0.0	1.148399	1.502172	0.621977
LOC123745083	3.367975	4.794209	4.933578	8.733388	12.137358	10.600132	4.216288	21.165687	2.843583	4.538050	6.234896	2.404465	10.041257	11.853253	11.637448
LOC123745105	0.0	0.395866	0.0	1.700456	3.487889	2.778516	0.483308	0.347885	0.525789	0.0	0.000000	0.000000	3.288648	2.917460	2.279074
LOC123745114	2.787970	7.158626	3.978362	6.052535	5.241041	5.456628	3.279423	8.320721	6.406392	2.438387	2.754348	3.398219	2.370787	3.138144	5.334599
LOC123745142	0.0	0.559989	0.0	5.424045	11.658690	14.015453	0.0	0.0	0.0	0.615731	1.649932	0.0	8.386304	13.413675	23.006708
LOC123745143	0.0	0.275782	0.194275	17.045490	430.677098	80.665530	0.0	0.0	0.0	0.237012	0.497605	0.0	1.716119	6.128078	11.142572
LOC123745144	0.470406	0.577826	0.083039	1.490241	6.465475	2.207187	0.254169	1.581641	0.302652	2.396334	0.640579	0.000000	2.352270	2.726804	2.046707
LOC123745145	3.181907	3.199052	1.657999	2.011309	6.797349	6.230324	1.019690	4.133381	2.657924	2.839927	2.541053	0.892548	7.468155	9.837538	3.703788
LOC123745163	1.004041	0.220096	0.296678	0.799879	0.426307	1.386434	0.141063	6.073833	0.675709	0.701964	0.142156	0.129947	1.064454	3.082082	4.778846
LOC123745164	0.0	0.0	0.0	0.000000	3.538534	0.520651	0.0	0.0	0.0	0.191667	55.281206	0.0	0.0	0.0	0.000000
LOC123745165	0.0	0.0	0.0	0.228736	4.345284	0.753511	0.191116	0.0	0.000000	0.0	13.983386	0.0	0.0	0.268189	0.145436
LOC123745167	20.957015	17.040133	6.107391	28.515142	35.460610	38.266351	4.128354	15.818354	5.194302	23.427431	8.933117	1.883074	18.194652	18.080979	21.180023
LOC123745168	6.645652	6.613002	4.834150	6.021036	3.514315	6.346120	1.265184	1.539394	1.450531	2.536431	1.510157	0.724118	2.133506	5.044287	4.699999
LOC123745171	0.0	0.0	0.0	0.000000	0.565057	0.618149	0.0	2.331490	0.0	1.192983	0.000000	0.0	3.878081	22.983365	4.741759
LOC123745177	0.057970	0.144941	0.0	0.992104	1.579327	1.618491	0.0	0.079093	0.0	0.179942	0.165709	0.000000	1.585553	1.350640	1.539289
LOC123745193	0.0	0.452906	0.000000	0.560264	1.495691	1.045932	0.000000	0.471076	0.000000	0.623456	0.317191	0.000000	0.522276	0.491178	0.852545
LOC123745203	1.261128	2.257984	1.034751	7.602867	5.729791	0.330118	0.792878	1.235366	1.007186	5.451291	5.267488	0.656821	2.653404	3.979268	2.323433
LOC123745205	0.260707	0.440562	0.113770	0.399061	1.895104	1.453107	0.265686	0.297671	0.261447	1.049904	0.326264	0.035845	0.967610	0.940858	0.669522
LOC123745207	3.627899	1.730625	1.220643	1.866585	2.287968	2.357900	0.131477	6.931475	0.721135	1.967531	0.737583	0.080112	1.693582	1.115882	2.130516
LOC123745215	0.0	1.775597	1.660734	1.908700	4.373205	2.559343	0.0	0.800253	1.177948	0.662440	0.000000	0.0	3.789846	4.779347	3.422125
LOC123745217	0.472271	9.843073	3.635360	4.627033	13.661845	11.378062	0.931631	3.523874	4.383281	7.377161	2.946819	0.318087	10.970483	7.853757	8.232754
LOC123745228	0.0	0.0	0.0	0.0	8.328171	0.000000	0.0	47.533725	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
LOC123745237	7.366050	6.953593	5.011396	11.880458	12.589037	16.311307	2.310796	12.384435	4.475394	6.796047	3.525973	2.539836	8.941532	11.296055	9.818022
LOC123745239	2.281063	3.387633	1.502466	5.663859	9.190195	9.265845	0.778203	1.942468	1.264058	4.419437	1.957756	0.444032	5.619410	6.792340	5.862014
LOC123745240	164.861404	2447.283829	10.240869	710.402394	575.090122	2689.843542	60.790484	0.508517	41.857340	1185.504314	7.326884	17.728329	708.393540	903.357025	437.556836
LOC123745241	10.439633	81.807881	1.017761	17.996301	41.009244	55.300153	0.978610	0.604637	0.756703	32.341612	458.055013	0.272124	6.693558	10.750351	9.991225
LOC123745242	170.722088	2124.356588	2.042537	137.415648	77.987803	567.556432	27.037574	7.801132	142.323948	562.404986	2137.072991	7.791766	335.534180	140.488128	12.415491
LOC123745243	0.903328	0.285634	0.433137	0.608127	3.886701	0.843111	0.180754	0.389311	0.435512	0.836850	0.722514	0.174417	1.029280	0.356893	1.590161
LOC123745244	0.324290	1.239904	0.373061	4.172221	7.580412	7.790431	0.397846	2.365215	0.410244	3.815870	0.679936	0.118598	6.632074	6.956119	10.536144
LOC123745245	7.198947	9.099152	8.489542	14.207053	20.606209	17.729850	4.638157	8.269441	7.447957	9.062001	10.560252	4.121949	16.254722	23.582158	19.559506
LOC123745246	0.097931	0.747833	0.257009	1.196019	1.131270	1.613931	0.123753	0.834984	0.045026	0.433056	0.346608	0.040157	0.783657	1.612806	1.003686
LOC123745247	638.527519	493.409012	594.558646	405.437196	326.157370	630.066140	397.421265	246.045286	894.581455	510.410794	562.588510	446.182303	645.013682	923.216952	547.485219
LOC123745248	0.240550	0.067108	0.075853	1.835032	2.594350	3.248954	0.034059	0.183498	0.091676	1.424439	0.322813	0.000000	1.437673	1.377899	1.260253
LOC123745249	11.594880	11.885344	9.552046	21.862792	22.427218	30.099942	4.953475	18.206832	9.348797	15.699579	7.437564	6.004450	18.242116	16.087372	14.677589
LOC123745250	1.887983	4.002872	2.369014	4.099847	4.810585	7.733706	1.812895	0.766488	2.497279	7.023293	2.090439	0.915023	2.821011	4.342790	3.632680
LOC123745252	0.0	0.342990	0.0	1.253187	0.000000	1.450545	0.0	0.000000	0.0	0.365248	0.000000	0.000000	0.692469	0.0	0.765879
LOC123745253	1.761790	1.238304	0.711142	1.394576	1.733764	1.556969	0.684263	1.440123	1.287559	1.156707	0.630094	0.380287	0.835206	0.708420	0.856966
LOC123745255	0.000000	0.606873	0.000000	0.739114	2.011689	2.388415	0.102411	0.329506	0.223196	0.538546	0.324462	0.0	1.324268	0.0	0.389665
LOC123745257	0.0	0.000000	0.0	0.0	1.856644	0.000000	0.0	0.0	0.0	0.0	0.232951	0.0	2.183778	0.000000	0.333479
LOC123745259	0.226474	1.610915	0.452130	0.579113	1.870724	2.323993	0.195511	1.995595	0.632228	0.408965	0.000000	0.000000	0.282638	0.206986	1.103501
LOC123745263	30.467859	43.779713	27.713623	60.265340	76.697668	87.954728	19.369747	78.166976	35.692942	33.394171	20.695557	13.994183	79.541310	109.249703	73.458935
LOC123745266	0.233019	0.412214	0.114357	0.449624	0.527531	4.083728	0.044015	1.235156	0.071465	0.161791	0.233741	0.000000	0.787687	1.012963	1.518435
LOC123745267	19.667499	38.709718	24.772350	45.232925	46.002979	81.089797	19.862988	29.304998	32.971969	42.685540	21.217411	16.299839	17.667865	39.087628	27.481339
LOC123745268	14.606573	12.809904	6.219217	23.411712	27.472635	34.784491	4.049610	11.292787	5.807693	15.350889	9.322851	3.787065	26.056291	29.175605	27.956011
LOC123745269	1.853771	1.738069	0.919278	2.850957	4.351624	3.897955	0.434313	1.814107	1.145115	1.115446	0.603752	0.601759	1.586953	2.220629	2.683424
LOC123745270	3.953478	4.638595	8.688356	6.954812	5.081690	7.048331	2.993779	5.950764	3.522217	3.858045	5.094321	1.846008	5.931769	4.076955	6.932717
LOC123745271	0.000000	0.647855	0.0	4.556905	12.326378	8.389597	0.0	0.192277	0.0	2.720057	0.692954	0.000000	14.197565	8.765192	4.177078
LOC123745272	0.359071	0.000000	0.000000	0.727441	1.486627	1.232374	0.0	0.094043	0.0	0.341984	0.0	0.0	0.691675	0.670264	1.189443
LOC123745273	245.541213	273.674246	319.733655	193.628197	211.471634	318.097705	220.762293	129.170178	305.681267	226.908995	163.376737	189.943642	252.507138	302.722620	205.505067
LOC123745274	72.177660	56.754522	50.077031	108.302663	133.290974	195.434062	15.482129	26.677522	16.726149	82.569117	45.824246	17.784457	70.378376	109.347779	145.959945
LOC123745275	71.549196	154.847733	172.653959	140.167000	108.948327	122.767011	51.642594	76.396103	247.798249	62.056395	55.312342	38.028769	42.177575	91.280256	56.433671
LOC123745276	0.956501	0.921734	0.651073	1.406309	3.274130	2.489605	1.375824	2.420312	1.029011	1.202666	0.598579	0.577899	3.151357	1.851975	1.876750
LOC123745277	11.135476	7.683810	7.120793	5.685124	10.708943	13.793741	6.790539	41.600368	7.074688	11.200447	22.622017	2.776365	14.557386	14.872063	18.353588
LOC123745279	0.178232	0.679542	0.129453	1.686016	2.829364	3.133799	0.349854	0.295661	0.218710	1.266422	0.422499	0.0	1.876443	1.852695	1.977228
LOC123745281	0.719087	1.649173	1.375324	2.114313	2.480519	2.096427	0.668483	1.179020	1.592512	1.193800	1.310807	0.424048	1.955620	2.856207	2.101243
LOC123745283	0.580269	0.229254	0.199422	0.460617	1.792485	0.995605	0.386869	0.395982	0.167366	1.449873	0.283276	0.111291	2.662956	0.873926	2.048303
LOC123745284	0.228681	0.521152	0.0	1.385768	3.493268	2.107952	0.0	0.208354	0.0	2.694255	1.126400	0.0	5.708330	6.937329	5.017946
LOC123745286	0.000000	0.0	0.0	0.199395	1.483458	0.751592	0.0	0.0	0.0	0.189251	9.714868	0.0	0.000000	0.000000	0.273637
LOC123745287	1.829946	2.439282	1.086357	2.884428	4.418965	7.471174	0.615417	1.479909	1.045300	1.824566	1.308034	0.733330	3.006602	4.147363	3.048481
LOC123745288	0.512927	0.585980	0.504009	1.049897	1.798811	1.169742	0.210404	0.376854	0.281538	0.844224	0.924549	0.165770	0.910985	1.028349	0.625530
LOC123745290	0.032101	0.146792	0.000000	0.948711	5.828031	2.178512	0.000000	0.244050	0.000000	1.303854	0.058286	0.025634	0.335306	2.160964	2.813113
LOC123745291	1.628646	3.689803	1.682359	3.832790	6.178047	4.586639	1.196268	3.037294	2.172817	2.293562	5.338858	0.465800	2.269280	3.778782	3.796617
LOC123745292	1.593103	11.840795	3.052750	22.459175	18.569194	24.181824	1.812324	12.496561	3.481952	11.545116	4.871635	0.622795	25.435704	36.132425	24.271910
LOC123745293	3.353515	3.724167	2.966249	4.891223	6.939182	6.214367	1.696511	4.021571	3.096665	4.302631	3.022791	1.942060	4.423522	4.180825	4.107539
LOC123745295	0.0	0.0	0.0	0.571613	0.904344	1.334373	0.0	0.850573	0.0	0.748446	0.000000	0.0	1.578742	15.583167	2.463181
LOC123745298	1.994335	1.845325	2.203528	2.500322	5.722935	5.307388	0.766112	2.236946	0.670531	3.351937	1.150253	0.222663	1.917658	3.906912	3.916933
LOC123745299	6.541462	3.810207	1.571114	5.459257	9.043453	5.708545	1.272940	16.186388	1.349262	8.464330	4.634596	1.132345	7.209172	8.298200	11.445568
LOC123745300	1.151220	1.231941	1.152127	3.614487	5.069245	4.147139	0.217818	0.894581	0.633352	3.924260	0.849309	0.280840	2.330602	1.804053	2.920355
LOC123745301	0.481931	0.457659	0.160615	2.096191	5.989515	3.384886	0.051516	0.495317	0.473241	0.901298	1.048515	0.079334	7.821966	5.649164	1.916290
LOC123745302	3.585655	2.614483	1.051778	0.898476	4.953232	3.466275	0.313296	1.968121	1.409405	2.308781	2.048592	0.403822	1.279784	1.267061	1.976045
LOC123745310	4.439607	3.036551	0.357783	7.229216	5.396075	10.671173	0.000000	4.083157	0.375150	0.627300	4.202737	0.0	6.498192	6.495458	2.901395
LOC123745311	0.348280	0.749436	0.000000	0.152712	1.728762	1.966533	0.000000	0.365867	0.000000	0.176504	0.000000	0.0	0.000000	0.355719	0.059969
LOC123745312	0.000000	1.596889	0.000000	0.000000	0.950738	1.272983	0.281968	0.254124	0.205185	0.497638	0.684770	0.000000	0.000000	0.000000	0.000000
LOC123745315	3.011416	2.869728	2.797928	9.549106	12.421202	13.545835	0.911812	3.779733	1.557424	6.582982	5.652478	0.820005	10.826336	14.131426	7.004368
LOC123745316	2.957604	7.978733	4.998075	22.868022	28.895794	29.768385	5.406166	5.707223	6.958483	20.843273	36.470425	2.672418	26.204207	24.342574	28.157085
LOC123745317	1.487154	5.561911	1.707780	9.956593	29.170227	29.754805	0.512541	1.056574	1.648607	10.445963	6.863255	0.156868	10.054307	5.214874	6.288898
LOC123745321	7.308366	0.556008	1.554990	5.071060	5.332094	5.672972	0.749767	5.875781	0.907022	5.453014	3.142667	1.662872	6.424378	4.754817	8.533909
LOC123745325	2.958232	3.525783	2.983451	6.905489	17.674293	14.819970	2.716295	5.749747	2.368691	9.033718	12.961805	1.765150	8.225157	7.921209	10.566570
