ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	geneID
dme00514	Other types of O-glycan biosynthesis - Drosophila melanogaster (fruit fly)	4/45	21/2124	0.000809459878112413	0.0315689352463841	0.0289701430061285	4	FBgn0003292, FBgn0086368, FBgn0034959, FBgn0032078
