0	6.84121010610022	10536.270619	0.005603	0.386621
829.19297167756	6.84121010610022	11696.824122	0.006220	0.012383
1755.50501089325	6.84121010610022	12975.666833	0.006900	0.008342
2790.33274291939	6.84121010610022	14382.510300	0.007648	0.006132
3946.34694989107	5.30298777287582	20519.179820	0.010912	0.006378
5237.84650326797	5.30298777287582	22634.082777	0.012037	0.005606
6680.5460043573	4.76818166568627	27702.557245	0.014732	0.005848
8292.28364923747	4.76818166568627	30407.066080	0.016170	0.005870
10092.808869281	5.44403339825708	29210.003798	0.015534	0.005357
12104.2778366013	5.44403339825708	32010.475586	0.017023	0.005737
14351.3242505447	6.49471376525054	29392.930412	0.015631	0.005252
16861.6256296296	6.49471376525054	32184.574384	0.017115	0.005791
19665.9033115468	7.69728424825708	29721.530682	0.015806	0.005440
22798.7718910675	7.69728424825708	32512.455059	0.017290	0.006072
26298.5268605664	8.966949708061	30509.131012	0.016224	0.005846
30208.3479803922	8.966949708061	33327.080412	0.017723	0.006565
34576.08691939	10.3090155922658	31638.608330	0.016825	0.006430
39455.4706252723	10.3090155922658	34498.250011	0.018346	0.007247
44906.3844705882	11.8149592849673	32790.064641	0.017437	0.007133
50995.8632636166	11.8149592849673	35681.317290	0.018975	0.008046
57798.5867538126	13.5976675448802	33704.041565	0.017923	0.007882
65398.2245751634	13.5976675448802	36600.604919	0.019464	0.008876
73888.0733246187	15.7017146262527	34385.876406	0.018286	0.008647
83372.472291939	15.7017146262527	37263.361997	0.019816	0.009706
93967.7944705882	18.0670842015251	35055.891788	0.018642	0.009458
105804.216220044	18.0670842015251	37901.240997	0.020155	0.010578
119027.203782135	20.5955564732026	35898.571690	0.019090	0.010364
133799.070583878	20.5955564732026	38703.196648	0.020582	0.011543
150301.313191721	23.2874924523965	36844.506983	0.019593	0.011345
168736.593333333	23.2874924523965	39589.967376	0.021053	0.012569
189331.356997821	26.3140786529412	37581.506722	0.019985	0.012288
212338.595108932	26.3140786529412	40234.414936	0.021396	0.013522
238040.816557734	30.0188914728758	37695.912196	0.020046	0.013010
266753.79988671	30.0188914728758	40217.244193	0.021387	0.014205
298830.203400871	34.8390516599128	36922.043042	0.019635	0.013348
334663.953930283	34.8390516599128	39284.078671	0.020891	0.014451
374695.272671024	40.8481346942266	35610.497866	0.018937	0.013357
419415.771812636	40.8481346942266	37805.754999	0.020105	0.014342
469374.754535948	46.9609517937908	34855.460954	0.018536	0.013433
525185.939729847	46.9609517937908	36880.093146	0.019612	0.014318
587534.753	50.7971974334423	35943.091901	0.019114	0.014138
657186.962620915	50.7971974334423	37737.690128	0.020068	0.014944
734998.235712418	50.3880833614379	39635.812482	0.021078	0.015879
821924.119135076	50.3880833614379	40937.403154	0.021770	0.016533
919032.497912854	46.1147983785403	45544.783782	0.024220	0.018585
1027515.98286928	46.1147983785403	45630.851440	0.024266	0.018792
1148707.05893682	40.2103165440087	51210.080456	0.027233	0.021268
1284094.29526362	40.2103165440087	48786.441449	0.025944	0.020439
1435340.67891503	34.8470859267974	51804.555156	0.027549	0.021838
1604303.85981046	34.8470859267974	45811.979348	0.024362	0.019452
1793059.15633333	31.098983627451	43388.119877	0.023073	0.018503
2003924.96768192	31.098983627451	34804.567792	0.018509	0.014923
2239491.3716122	29.0290591747277	28350.828665	0.015077	0.012197
2502651.766	29.0290591747277	20264.352663	0.010776	0.008752
2796638.33287364	28.4632344265795	13935.686633	0.007411	0.006029
3125062.17435512	28.4632344265795	8794.895924	0.004677	0.003814
3491957.2002854	28.4632344265795	5185.645175	0.002758	0.002254
3901829.74955556	28.4632344265795	2833.541034	0.001507	0.001234
